,Unnamed: 0,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
77,77,0.5,1.0,0.0051520482533299,0.0,0.3333333333333333,0.0566042302488321,1.0,1.0
78,78,1.0,0.0,0.3717014325207338,0.0,0.0,0.0243495783570407,1.0,1.0
79,79,1.0,1.0,0.2711736617240512,0.0,0.0,0.0175668300772237,1.0,0.0
80,80,1.0,1.0,0.3591354611711485,0.0,0.0,0.0185427650815139,1.0,1.0
81,81,1.0,0.0,0.3465694898215631,0.0,0.0,0.01520018769182,0.5,1.0
82,82,0.0,1.0,0.3465694898215631,0.0,0.0,0.0919330774041378,1.0,0.0
83,83,0.5,0.0,0.2083438049761246,0.0,0.0,0.0204946350900944,1.0,1.0
84,84,1.0,0.0,0.4093993465694898,0.375,0.0,0.0309371396359996,1.0,1.0
85,85,1.0,1.0,0.1957778336265393,0.125,0.5,0.0670955315449519,1.0,0.0
86,86,1.0,1.0,0.3465694898215631,0.0,0.0,0.0157125535690723,1.0,0.0
87,87,0.0,0.0,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,1.0,1.0
88,88,1.0,1.0,0.2963056044232219,0.0,0.0,0.0157125535690723,1.0,0.0
89,89,1.0,1.0,0.3591354611711485,0.0,0.0,0.0157125535690723,1.0,0.0
90,90,1.0,1.0,0.2460417190248806,0.0,0.0,0.0153303774213923,1.0,0.0
91,91,0.0,1.0,0.5727569741140991,0.125,0.0,0.1194056477749072,1.0,0.0
92,92,1.0,1.0,0.3214375471223925,0.125,0.3333333333333333,0.0401597254265421,1.0,0.0
93,93,1.0,1.0,0.7361146016587082,0.0,0.0,0.014151057562208,1.0,0.0
94,94,1.0,1.0,0.3465694898215631,0.0,0.0,0.0157125535690723,1.0,0.0
95,95,0.0,1.0,0.8869062578537321,0.0,0.0,0.0676404936513476,0.0,0.0
96,96,0.0,1.0,0.2837396330736366,0.0,0.1666666666666666,0.1236671655646408,0.0,1.0
97,97,0.5,0.0,0.4219653179190751,0.0,0.1666666666666666,0.0448930101973496,1.0,1.0
98,98,0.5,1.0,0.4219653179190751,0.125,0.0,0.0507486202230909,1.0,0.0
99,99,1.0,0.0,0.3465694898215631,0.0,0.0,0.0154115752137492,1.0,0.0
100,100,1.0,1.0,0.3465694898215631,0.0,0.0,0.0154115752137492,1.0,0.0
101,101,0.0,1.0,0.2586076903744659,0.0,0.1666666666666666,0.1508551532881592,1.0,0.0
102,102,1.0,1.0,0.4093993465694898,0.0,0.0,0.0168918734282566,1.0,0.0
103,103,1.0,1.0,0.4596632319678311,0.25,0.0,0.0154685698179998,1.0,0.0
104,104,1.0,1.0,0.3465694898215631,0.0,0.0,0.0154115752137492,1.0,0.0
105,105,1.0,0.0,0.2586076903744659,0.0,0.0,0.0149318055656402,1.0,1.0
106,106,1.0,1.0,0.3465694898215631,0.0,0.0,0.0151757893167127,1.0,1.0
107,107,1.0,1.0,0.4722292033174164,0.0,0.0,0.0154115752137492,1.0,0.0
108,108,1.0,0.0,0.3465694898215631,0.125,0.0,0.0471376607072171,0.5,1.0
109,109,0.0,1.0,0.5853229454636844,0.0,0.0,0.1014972404461818,1.0,0.0
110,110,1.0,0.0,0.1769288766021613,0.125,0.0,0.0282127194780231,0.0,0.0
111,111,1.0,1.0,0.2711736617240512,0.0,0.0,0.0157125535690723,1.0,0.0
112,112,1.0,0.0,0.2460417190248806,0.125,0.0,0.0191771228343026,1.0,0.0
113,113,1.0,0.0,0.2083438049761246,0.0,0.0,0.0282207221450582,0.0,0.0
114,114,1.0,1.0,0.2586076903744659,0.0,0.0,0.0154685698179998,1.0,0.0
115,115,1.0,1.0,0.8806232721789394,0.0,0.0,0.0151269925664982,0.5,0.0
116,116,0.5,1.0,0.3591354611711485,0.125,0.0,0.0409892701801888,1.0,0.0
117,117,0.0,1.0,0.2963056044232219,0.0,0.1666666666666666,0.4831284260198326,0.0,0.0
118,118,1.0,0.0,0.0198542347323448,0.5,0.3333333333333333,0.0610447345183526,1.0,0.0
119,119,0.5,1.0,0.2586076903744659,0.25,0.0,0.1434624456306609,1.0,0.0
120,120,1.0,1.0,0.3465694898215631,0.0,0.0,0.0157125535690723,1.0,0.0
121,121,0.5,1.0,0.4031163608946971,0.125,0.0,0.0586942926540201,0.0,0.0
122,122,0.5,0.0,0.4031163608946971,0.0,0.0,0.0253743101115454,1.0,1.0
123,123,0.0,1.0,0.6732847449107816,0.0,0.1666666666666666,0.1508551532881592,1.0,0.0
124,124,1.0,1.0,0.145513948228198,0.125,0.0,0.0219423370754585,0.0,1.0
125,125,1.0,1.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,0.0
126,126,1.0,1.0,0.2963056044232219,0.0,0.0,0.0139396700402787,1.0,1.0
127,127,1.0,0.0,0.3465694898215631,0.125,0.1666666666666666,0.0436404952128436,0.0,1.0
128,128,1.0,1.0,0.5601910027645137,0.0,0.0,0.0136142933098484,1.0,0.0
129,129,1.0,1.0,0.4093993465694898,0.0,0.0,0.0154115752137492,0.0,0.0
130,130,1.0,1.0,0.2460417190248806,0.0,0.0,0.0137606835604919,1.0,0.0
131,131,1.0,0.0,0.5853229454636844,0.125,0.0,0.028302115124416,1.0,0.0
132,132,0.5,0.0,0.3591354611711485,0.125,0.0,0.0507486202230909,1.0,1.0
133,133,0.5,1.0,0.3088715757728072,0.0,0.0,0.0253743101115454,1.0,0.0
134,134,0.5,1.0,0.2837396330736366,0.0,0.0,0.0293674457750992,0.0,0.0
135,135,0.0,0.0,0.2334757476752953,0.0,0.3333333333333333,0.0513015849965217,1.0,1.0
136,136,0.0,1.0,0.4596632319678311,0.125,0.0,0.1036442974556203,1.0,0.0
137,137,1.0,1.0,0.1957778336265393,0.0,0.0,0.0179898003080831,1.0,0.0
138,138,0.0,1.0,0.2963056044232219,0.0,0.0,0.1545881046795693,0.0,0.0
139,139,1.0,0.0,0.3465694898215631,0.0,0.3333333333333333,0.0297578197768153,0.0,0.0
140,140,1.0,0.0,0.2711736617240512,0.0,0.0,0.0151269925664982,1.0,1.0
141,141,1.0,0.0,0.2963056044232219,0.125,0.0,0.0309371396359996,1.0,1.0
142,142,1.0,1.0,0.2334757476752953,0.0,0.0,0.0131751225579178,0.5,0.0
143,143,0.5,1.0,0.22090977632571,0.0,0.0,0.0224465050986748,1.0,0.0
144,144,0.5,1.0,0.2334757476752953,0.125,0.1666666666666666,0.0717312228153304,1.0,0.0
145,145,1.0,1.0,0.3340035184719778,0.0,0.0,0.0152163882128912,1.0,1.0
146,146,1.0,0.0,0.107816034179442,0.25,0.3333333333333333,0.0670955315449519,1.0,0.0
147,147,0.5,1.0,0.4533802462930384,0.0,0.3333333333333333,0.0507486202230909,1.0,0.0
148,148,0.5,1.0,0.5224930887157577,0.0,0.0,0.0253743101115454,1.0,0.0
149,149,0.5,1.0,0.6355868308620256,0.0,0.0,0.0244471718574697,1.0,0.0
150,150,0.0,0.0,0.2711736617240512,0.125,0.0,0.1299945425714559,1.0,1.0
151,151,1.0,1.0,0.6921337019351597,0.0,0.0,0.0157125535690723,1.0,0.0
152,152,1.0,1.0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416,1.0,0.0
153,153,1.0,1.0,0.3465694898215631,0.0,0.0,0.0142730494377443,1.0,0.0
154,154,0.0,1.0,0.6355868308620256,0.0,0.1666666666666666,0.1198042196306593,0.0,0.0
155,155,1.0,0.0,0.1957778336265393,0.0,0.0,0.0150943963373549,0.5,1.0
156,156,1.0,1.0,0.3717014325207338,0.0,0.0,0.0157125535690723,1.0,0.0
157,157,1.0,1.0,0.3465694898215631,0.0,0.0,0.0169080739493278,1.0,0.0
158,158,1.0,1.0,0.3465694898215631,1.0,0.3333333333333333,0.1357525590967682,1.0,0.0
159,159,1.0,1.0,0.5476250314149284,0.0,0.1666666666666666,0.0314251071381447,1.0,0.0
160,160,0.5,0.0,0.497361146016587,0.0,0.0,0.0307419526351416,1.0,1.0
161,161,1.0,1.0,0.3214375471223925,0.0,0.0,0.0151757893167127,1.0,0.0
162,162,1.0,1.0,0.2083438049761246,0.0,0.0,0.0169080739493278,1.0,0.0
163,163,1.0,1.0,0.0072882633827594,0.5,0.1666666666666666,0.0774648409655354,1.0,0.0
164,164,1.0,1.0,0.107816034179442,0.0,0.3333333333333333,0.0400621319261131,1.0,1.0
165,165,0.0,0.0,0.3465694898215631,0.0,0.1666666666666666,0.1073528504719231,1.0,1.0
166,166,1.0,0.0,0.5601910027645137,0.125,0.6666666666666666,0.0544571732393937,1.0,0.0
167,167,0.0,1.0,0.3465694898215631,0.0,0.0,0.0506022299724474,1.0,0.0
168,168,1.0,1.0,0.3465694898215631,0.0,0.0,0.1102724576307577,1.0,0.0
169,169,0.0,1.0,0.7612465443578789,0.0,0.0,0.065387645287444,1.0,0.0
170,170,1.0,1.0,0.0449861774315154,0.5,0.1666666666666666,0.0568482139999047,0.5,0.0
171,171,1.0,0.0,0.0072882633827594,0.125,0.1666666666666666,0.0217307543665283,1.0,1.0
172,172,1.0,1.0,0.2586076903744659,0.0,0.0,0.0154685698179998,1.0,0.0
173,173,0.0,1.0,0.6984166876099522,0.0,0.0,0.0599142114093828,0.0,0.0
174,174,1.0,1.0,0.22090977632571,0.125,0.1666666666666666,0.0153303774213923,1.0,0.0
175,175,1.0,1.0,0.3465694898215631,0.375,0.1666666666666666,0.049707687947515,1.0,0.0
176,176,0.0,0.0,0.6230208595124404,0.0,0.0,0.0560430676213653,0.0,0.0
177,177,0.5,1.0,0.3717014325207338,0.0,0.0,0.0253743101115454,1.0,0.0
178,178,1.0,1.0,0.4470972606182458,0.0,0.0,0.0,1.0,0.0
179,179,1.0,0.0,0.3465694898215631,1.0,0.3333333333333333,0.1357525590967682,1.0,0.0
180,180,0.5,1.0,0.3465694898215631,0.0,0.0,0.0293756436291353,0.0,0.0
181,181,1.0,1.0,0.107816034179442,0.5,0.3333333333333333,0.0612643198943179,1.0,0.0
182,182,0.5,1.0,0.0072882633827594,0.25,0.1666666666666666,0.0761229303346364,1.0,1.0
183,183,1.0,0.0,0.0449861774315154,0.0,0.3333333333333333,0.0429899369389837,1.0,1.0
184,184,0.0,1.0,0.3465694898215631,0.0,0.0,0.097593500429021,1.0,0.0
185,185,1.0,0.0,0.3465694898215631,0.125,0.0,0.0302539851329965,0.5,1.0
186,186,0.0,1.0,0.5601910027645137,0.0,0.0,0.0518221487278101,1.0,1.0
187,187,1.0,1.0,0.497361146016587,0.125,0.1666666666666666,0.0302539851329965,0.5,0.0
188,188,1.0,1.0,0.4470972606182458,0.0,0.0,0.0154115752137492,1.0,0.0
189,189,0.5,0.0,0.3968333752199044,0.0,0.0,0.0253743101115454,1.0,1.0
190,190,0.5,1.0,0.2334757476752953,0.0,0.0,0.0253743101115454,1.0,0.0
191,191,1.0,0.0,0.2334757476752953,0.125,0.0,0.0153303774213923,1.0,1.0
192,192,0.5,1.0,0.0324202060819301,0.125,0.1666666666666666,0.0507486202230909,1.0,1.0
193,193,0.0,0.0,0.5476250314149284,0.0,0.0,0.0541073981338561,0.0,1.0
194,194,0.0,0.0,0.723548630309123,0.0,0.0,0.2859895551532101,0.0,1.0
195,195,1.0,1.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,0.0
196,196,1.0,1.0,0.5224930887157577,0.0,0.1666666666666666,0.0164039059261115,1.0,0.0
197,197,1.0,0.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,1.0
198,198,0.5,0.0,0.2963056044232219,0.0,0.0,0.0253743101115454,1.0,0.0
199,199,1.0,1.0,0.3465694898215631,0.0,0.0,0.0185427650815139,1.0,0.0
200,200,1.0,1.0,0.3465694898215631,1.0,0.3333333333333333,0.1357525590967682,1.0,0.0
201,201,1.0,1.0,0.4219653179190751,0.0,0.0,0.0126789572017366,1.0,0.0
202,202,1.0,1.0,0.5664739884393064,0.0,0.0,0.0141022608119935,0.0,0.0
203,203,1.0,1.0,0.22090977632571,0.0,0.0,0.0157125535690723,1.0,1.0
204,204,1.0,0.0,0.0198542347323448,0.0,0.1666666666666666,0.0204214399647726,1.0,0.0
205,205,1.0,1.0,0.3968333752199044,0.125,0.0,0.0309371396359996,1.0,0.0
206,206,1.0,1.0,0.3214375471223925,0.0,0.0,0.0366707577862046,0.0,1.0
207,207,1.0,0.0,0.1957778336265393,0.0,0.0,0.0151269925664982,0.5,1.0
208,208,0.0,1.0,0.497361146016587,0.0,0.0,0.060507970265993,0.0,1.0
209,209,1.0,1.0,0.2963056044232219,0.0,0.0,0.0137606835604919,1.0,0.0
210,210,0.5,0.0,0.4345312892686604,0.0,0.0,0.0409892701801888,1.0,1.0
211,211,1.0,1.0,0.2711736617240512,0.0,0.0,0.014151057562208,1.0,0.0
212,212,0.5,1.0,0.3717014325207338,0.0,0.0,0.0253743101115454,1.0,0.0
213,213,1.0,1.0,0.3465694898215631,0.125,0.0,0.0151269925664982,0.5,0.0
214,214,0.0,0.0,0.3842674038703191,0.125,0.0,0.2210980752219471,0.0,1.0
215,215,1.0,0.0,0.3340035184719778,0.0,0.0,0.0154685698179998,1.0,1.0
216,216,0.5,1.0,0.5224930887157577,0.125,0.0,0.0527004902316713,1.0,0.0
217,217,0.0,0.0,0.3968333752199044,0.0,0.0,0.1489114811336148,0.0,1.0
218,218,0.5,1.0,0.3717014325207338,0.0,0.0,0.0204946350900944,1.0,0.0
219,219,1.0,1.0,0.1957778336265393,0.0,0.0,0.0157125535690723,1.0,1.0
220,220,0.5,1.0,0.3340035184719778,0.0,0.0,0.0253743101115454,1.0,0.0
221,221,1.0,1.0,0.6355868308620256,0.0,0.0,0.0157125535690723,1.0,0.0
222,222,1.0,1.0,0.3465694898215631,0.0,0.0,0.0154115752137492,1.0,0.0
223,223,0.0,1.0,0.4722292033174164,0.125,0.0,0.1756683007722378,1.0,1.0
224,224,1.0,1.0,0.2711736617240512,0.0,0.0,0.0182499845802269,1.0,0.0
225,225,0.5,1.0,0.2334757476752953,0.0,0.0,0.0204946350900944,1.0,1.0
226,226,1.0,1.0,0.2523247046996733,0.0,0.0,0.014151057562208,1.0,0.0
227,227,0.5,1.0,0.22090977632571,0.0,0.0,0.0253743101115454,1.0,0.0
228,228,1.0,0.0,0.3465694898215631,0.375,0.1666666666666666,0.049707687947515,1.0,0.0
229,229,0.0,0.0,0.4345312892686604,0.125,0.0,0.1629323489662505,1.0,1.0
230,230,1.0,1.0,0.3591354611711485,0.0,0.0,0.0151757893167127,1.0,0.0
231,231,0.5,1.0,0.7361146016587082,0.0,0.0,0.0263502451158356,1.0,0.0
232,232,1.0,0.0,0.0575521487811007,0.5,0.3333333333333333,0.0612643198943179,1.0,1.0
233,233,0.5,1.0,0.2963056044232219,0.0,0.0,0.0204946350900944,1.0,0.0
234,234,1.0,0.0,0.3465694898215631,0.0,0.0,0.0147366185647821,1.0,0.0
235,235,0.5,1.0,0.5476250314149284,0.125,0.0,0.0507486202230909,1.0,0.0
236,236,0.5,0.0,0.0952500628298567,0.0,0.3333333333333333,0.051236587725236,1.0,1.0
237,237,0.5,1.0,0.2334757476752953,0.0,0.0,0.0204946350900944,1.0,0.0
238,238,0.5,1.0,0.4093993465694898,0.0,0.0,0.0239592043553246,1.0,0.0
239,239,1.0,0.0,0.3465694898215631,0.125,0.0,0.0282127194780231,0.0,0.0
240,240,1.0,0.0,0.3465694898215631,0.125,0.0,0.0302539851329965,0.5,1.0
241,241,0.5,1.0,0.3591354611711485,0.0,0.0,0.0204946350900944,1.0,0.0
242,242,1.0,1.0,0.2711736617240512,0.0,0.0,0.0139070738111354,1.0,0.0
243,243,1.0,1.0,0.3717014325207338,0.0,0.0,0.0141022608119935,0.0,0.0
244,244,0.0,1.0,0.5476250314149284,0.25,0.0,0.1756683007722378,0.5,0.0
245,245,1.0,0.0,0.3088715757728072,0.0,0.0,0.0151757893167127,1.0,0.0
246,246,0.5,0.0,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416,1.0,1.0
247,247,0.0,1.0,0.4596632319678311,0.125,0.1666666666666666,0.1025789668049371,1.0,1.0
248,248,0.5,1.0,0.6732847449107816,0.125,0.0,0.0507486202230909,1.0,0.0
249,249,1.0,1.0,0.3465694898215631,0.0,0.0,0.014151057562208,1.0,0.0
250,250,1.0,0.0,0.3591354611711485,0.125,0.1666666666666666,0.0204214399647726,1.0,0.0
251,251,0.0,1.0,0.7738125157074642,0.0,0.0,0.0518221487278101,1.0,0.0
252,252,1.0,1.0,0.3717014325207338,0.125,0.0,0.0314251071381447,1.0,0.0
253,253,1.0,0.0,0.5099271173661725,0.0,0.3333333333333333,0.0394521725484317,1.0,0.0
254,254,1.0,0.0,0.3591354611711485,0.0,0.3333333333333333,0.0297578197768153,0.0,1.0
255,255,0.0,0.0,0.3465694898215631,0.0,0.0,0.1545881046795693,0.0,1.0
256,256,0.0,0.0,0.3717014325207338,0.0,0.0,0.1688367557422063,1.0,1.0
257,257,0.0,0.0,0.4345312892686604,0.0,0.0,1.0,0.0,1.0
258,258,0.5,0.0,0.6230208595124404,0.0,0.1666666666666666,0.0507486202230909,1.0,1.0
259,259,1.0,1.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,0.0
260,260,1.0,1.0,0.0324202060819301,0.5,0.3333333333333333,0.0612643198943179,1.0,1.0
261,261,0.0,1.0,0.648152802211611,0.125,0.1666666666666666,0.1554664461834305,1.0,0.0
262,262,0.0,1.0,0.497361146016587,0.0,0.0,0.0,1.0,0.0
263,263,1.0,0.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,0.0
264,264,0.5,1.0,0.4470972606182458,0.0,0.0,0.0204946350900944,1.0,0.0
265,265,1.0,1.0,0.1957778336265393,0.5,0.1666666666666666,0.0774648409655354,1.0,0.0
266,266,1.0,1.0,0.3088715757728072,0.125,0.0,0.0151757893167127,1.0,1.0
267,267,0.0,0.0,0.723548630309123,0.0,0.1666666666666666,0.2995388511917728,1.0,1.0
268,268,0.0,0.0,0.4345312892686604,0.0,0.0,0.2647385704347907,1.0,1.0
269,269,0.0,1.0,0.3465694898215631,0.0,0.0,0.060507970265993,1.0,0.0
270,270,1.0,1.0,0.3088715757728072,0.0,0.0,0.0,1.0,1.0
271,271,0.5,0.0,0.5099271173661725,0.0,0.1666666666666666,0.0380614651673182,1.0,1.0
272,272,0.0,1.0,0.4596632319678311,0.0,0.1666666666666666,0.0579705392548384,0.0,0.0
273,273,1.0,0.0,0.3465694898215631,0.0,0.0,0.0151269925664982,0.5,1.0
274,274,0.0,0.0,0.7863784870570495,0.125,0.0,0.1521644676899149,1.0,1.0
275,275,1.0,0.0,0.5601910027645137,0.0,0.0,0.0151269925664982,1.0,0.0
276,276,0.5,1.0,0.3465694898215631,0.0,0.0,0.0,1.0,0.0
277,277,1.0,1.0,0.0826840914802714,0.5,0.1666666666666666,0.0568482139999047,0.5,0.0
278,278,1.0,0.0,0.4345312892686604,0.125,0.1666666666666666,0.0395253676737535,1.0,1.0
279,279,1.0,1.0,0.8115104297562202,0.0,0.0,0.0151269925664982,0.5,0.0
280,280,1.0,1.0,0.3465694898215631,0.0,0.0,0.0153303774213923,1.0,0.0
281,281,1.0,1.0,0.1957778336265393,0.0,0.0,0.0185427650815139,1.0,0.0
282,282,1.0,1.0,0.2334757476752953,0.0,0.0,0.0157125535690723,1.0,1.0
283,283,0.0,1.0,0.3465694898215631,0.0,0.0,0.0507486202230909,1.0,0.0
284,284,1.0,1.0,0.4093993465694898,0.0,0.0,0.0169080739493278,0.0,0.0
285,285,1.0,1.0,0.3717014325207338,0.0,0.0,0.0185427650815139,1.0,1.0
286,286,1.0,1.0,0.2711736617240512,0.0,0.0,0.0154115752137492,1.0,0.0
287,287,0.5,1.0,0.5224930887157577,0.0,0.0,0.0253743101115454,1.0,1.0
288,288,1.0,0.0,0.2711736617240512,0.0,0.0,0.0151269925664982,0.5,1.0
289,289,0.0,0.0,0.3214375471223925,0.0,0.0,0.1539049501765661,1.0,1.0
290,290,0.0,0.0,0.2334757476752953,0.125,0.0,0.1777747588854978,0.0,1.0
291,291,0.5,1.0,0.4470972606182458,0.0,0.0,0.0251303263604729,0.0,0.0
292,292,1.0,0.0,0.2963056044232219,0.0,0.0,0.0172740495759367,1.0,0.0
293,293,1.0,1.0,0.2963056044232219,0.0,0.0,0.0154115752137492,1.0,0.0
294,294,0.0,1.0,0.3465694898215631,0.0,0.0,0.0541073981338561,0.0,0.0
295,295,1.0,1.0,0.2900226187484292,0.0,0.0,0.0141104586660295,0.0,0.0
